Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"regexp.hls/Input: ( string:  \"ab|*c.ab|. aaaabbbbbbaabbc aaacaaa aaaaabbbbbccccaaa abbbbaaacaaaaaaacccccbbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba \") Optimise: False",1.0974085934241373,1.0962144239028055,1.0990164549429964,7.002588494753809e-3,4.944395594068262e-3,1.036475326633376e-2
"regexp.hls/Input: ( string:  \"ab|*c.ab|. aaaabbbbbbaabbc aaacaaa aaaaabbbbbccccaaa abbbbaaacaaaaaaacccccbbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba abbbbaaacaaaaaaabbbbbaaaaaabba \") Optimise: True",1.0616932756980018,1.0606506092627603,1.063116019495304,6.15120955974604e-3,4.813118917909215e-3,8.796977010719699e-3
