Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"OptTest12.hls/(101,20)[Optimise: False]",1.31836454471714,1.317408388463325,1.3194338544285964,5.164272945444489e-3,4.425181262885649e-3,6.596354161186798e-3
"OptTest12.hls/(101,20)[Optimise: True]",0.390810681191749,0.3900211246884532,0.39161144098407696,4.065136613020633e-3,3.6452700121899517e-3,4.644661563647525e-3
